Number of Nodes,Number of Edges,Distance Vector Latency,Distance Vector Convergence,Link-State Latency,Link-State Convergence
250,500,0.0030066967010498047,,0.002002716064453125,
500,1000,0.0020012855529785156,,0.0020020008087158203,
